Order Date,data_source,Country,CC VS APM,First Payment Method,Psp Operation Status,Psp Actionability,Fail Order Count,Order Count
2026-02-01,Efood,Cyprus,Credit Card,applepay,FRAUD_RISK,Non-actionable,171,229
2026-02-01,Efood,Cyprus,Credit Card,applepay,GENERIC_REJECTION,Non-actionable,3,3
2026-02-01,Efood,Cyprus,Credit Card,applepay,INSUFFICIENT_FUNDS,Non-actionable,535,884
2026-02-01,Efood,Cyprus,Credit Card,card,3DS_DROPPED,Non-actionable,942,1534
2026-02-01,Efood,Cyprus,Credit Card,card,AUTH_FAILED,Non-actionable,753,1774
2026-02-01,Efood,Cyprus,Credit Card,card,FRAUD_RISK,Non-actionable,420,599
2026-02-01,Efood,Cyprus,Credit Card,card,GENERIC_REJECTION,Non-actionable,50,144
2026-02-01,Efood,Cyprus,Credit Card,card,INSUFFICIENT_FUNDS,Non-actionable,2392,5610
2026-02-01,Efood,Cyprus,Credit Card,card,STATUS_MISMATCH,Actionable,10,10
2026-02-01,Efood,Cyprus,Credit Card,googlepay,3DS_DROPPED,Non-actionable,7,13
2026-02-01,Efood,Cyprus,Credit Card,googlepay,AUTH_FAILED,Non-actionable,2,13
2026-02-01,Efood,Cyprus,Credit Card,googlepay,FRAUD_RISK,Non-actionable,78,110
2026-02-01,Efood,Cyprus,Credit Card,googlepay,GENERIC_REJECTION,Non-actionable,2,5
2026-02-01,Efood,Cyprus,Credit Card,googlepay,INSUFFICIENT_FUNDS,Non-actionable,54,135
2026-02-01,Efood,Greece,Alternative Payment Method,paypal,unknown,unknown,0,3606
2026-02-01,Efood,Greece,Alternative Payment Method,revolutpay,FRAUD_RISK,unknown,0,2
2026-02-01,Efood,Greece,Alternative Payment Method,revolutpay,INSUFFICIENT_FUNDS,unknown,0,1
2026-02-01,Efood,Greece,Alternative Payment Method,revolutpay,Redirection Failure,unknown,430,1343
2026-02-01,Efood,Greece,Alternative Payment Method,revolutpay,unknown,unknown,0,14686
2026-02-01,Efood,Greece,Credit Card,applepay,AUTH_FAILED,Non-actionable,4,13
2026-02-01,Efood,Greece,Credit Card,applepay,FRAUD_RISK,Non-actionable,6,26
2026-02-01,Efood,Greece,Credit Card,applepay,GENERIC_REJECTION,Non-actionable,115,216
2026-02-01,Efood,Greece,Credit Card,applepay,INSUFFICIENT_FUNDS,Non-actionable,4708,12162
2026-02-01,Efood,Greece,Credit Card,applepay,STATUS_MISMATCH,Actionable,59,59
2026-02-01,Efood,Greece,Credit Card,card,3DS_DROPPED,Non-actionable,17437,35912
2026-02-01,Efood,Greece,Credit Card,card,AUTH_FAILED,Non-actionable,12361,32003
2026-02-01,Efood,Greece,Credit Card,card,FRAUD_RISK,Non-actionable,142,282
2026-02-01,Efood,Greece,Credit Card,card,GENERIC_REJECTION,Non-actionable,499,1283
2026-02-01,Efood,Greece,Credit Card,card,INSUFFICIENT_FUNDS,Non-actionable,25132,90124
2026-02-01,Efood,Greece,Credit Card,card,STATUS_MISMATCH,Actionable,290,290
2026-02-01,Efood,Greece,Credit Card,card,unknown,unknown,3,3
2026-02-01,Efood,Greece,Credit Card,googlepay,3DS_DROPPED,Non-actionable,291,473
2026-02-01,Efood,Greece,Credit Card,googlepay,AUTH_FAILED,Non-actionable,1199,3080
2026-02-01,Efood,Greece,Credit Card,googlepay,FRAUD_RISK,Non-actionable,13,20
2026-02-01,Efood,Greece,Credit Card,googlepay,GENERIC_REJECTION,Non-actionable,80,161
2026-02-01,Efood,Greece,Credit Card,googlepay,INSUFFICIENT_FUNDS,Non-actionable,1254,3157
2026-02-01,Efood,Greece,Credit Card,googlepay,STATUS_MISMATCH,Actionable,22,22
2026-02-01,Glovo,Armenia,Credit Card,apple_pay,GENERIC_REJECTION,unknown,126,315
2026-02-01,Glovo,Armenia,Credit Card,apple_pay,INSUFFICIENT_FUNDS,Non-actionable,0,2
2026-02-01,Glovo,Armenia,Credit Card,apple_pay,INSUFFICIENT_FUNDS,unknown,322,531
2026-02-01,Glovo,Armenia,Credit Card,apple_pay,unknown,unknown,293,36861
2026-02-01,Glovo,Armenia,Credit Card,credit_card,AUTH_FAILED,unknown,172,218
2026-02-01,Glovo,Armenia,Credit Card,credit_card,FRAUD_RISK,unknown,4,12
2026-02-01,Glovo,Armenia,Credit Card,credit_card,GENERIC_REJECTION,unknown,182,264
2026-02-01,Glovo,Armenia,Credit Card,credit_card,INSUFFICIENT_FUNDS,Non-actionable,0,1
2026-02-01,Glovo,Armenia,Credit Card,credit_card,INSUFFICIENT_FUNDS,unknown,855,1404
2026-02-01,Glovo,Armenia,Credit Card,credit_card,Redirection Failure,unknown,289,401
2026-02-01,Glovo,Armenia,Credit Card,credit_card,unknown,unknown,70,59746
2026-02-01,Glovo,Armenia,Credit Card,google_pay,3DS_DROPPED,Non-actionable,43,74
2026-02-01,Glovo,Armenia,Credit Card,google_pay,FRAUD_RISK,Non-actionable,9,16
2026-02-01,Glovo,Armenia,Credit Card,google_pay,GENERIC_REJECTION,Non-actionable,16,50
2026-02-01,Glovo,Armenia,Credit Card,google_pay,INSUFFICIENT_FUNDS,Non-actionable,56,93
2026-02-01,Glovo,Armenia,Credit Card,google_pay,STATUS_MISMATCH,Actionable,2,2
2026-02-01,Glovo,Armenia,Credit Card,google_pay,unknown,unknown,27,37
2026-02-01,Glovo,Bosnia and Herzegovina,Credit Card,apple_pay,unknown,unknown,0,1
2026-02-01,Glovo,Bosnia and Herzegovina,Credit Card,credit_card,AUTH_FAILED,unknown,353,555
2026-02-01,Glovo,Bosnia and Herzegovina,Credit Card,credit_card,FRAUD_RISK,unknown,2,2
2026-02-01,Glovo,Bosnia and Herzegovina,Credit Card,credit_card,GENERIC_REJECTION,unknown,1023,2156
2026-02-01,Glovo,Bosnia and Herzegovina,Credit Card,credit_card,Redirection Failure,unknown,460,853
2026-02-01,Glovo,Bosnia and Herzegovina,Credit Card,credit_card,unknown,unknown,112,60698
2026-02-01,Glovo,Bulgaria,Credit Card,apple_pay,AUTH_FAILED,Non-actionable,0,1
2026-02-01,Glovo,Bulgaria,Credit Card,apple_pay,FRAUD_RISK,Non-actionable,6,12
2026-02-01,Glovo,Bulgaria,Credit Card,apple_pay,GENERIC_REJECTION,Non-actionable,493,767
2026-02-01,Glovo,Bulgaria,Credit Card,apple_pay,INSUFFICIENT_FUNDS,Non-actionable,396,636
2026-02-01,Glovo,Bulgaria,Credit Card,apple_pay,STATUS_MISMATCH,Actionable,32,32
2026-02-01,Glovo,Bulgaria,Credit Card,apple_pay,unknown,unknown,431,594
2026-02-01,Glovo,Bulgaria,Credit Card,credit_card,3DS_DROPPED,Non-actionable,540,796
2026-02-01,Glovo,Bulgaria,Credit Card,credit_card,AUTH_FAILED,Non-actionable,91,173
2026-02-01,Glovo,Bulgaria,Credit Card,credit_card,AUTH_FAILED,unknown,8,11
2026-02-01,Glovo,Bulgaria,Credit Card,credit_card,FRAUD_RISK,Non-actionable,83,147
2026-02-01,Glovo,Bulgaria,Credit Card,credit_card,FRAUD_RISK,unknown,62,136
2026-02-01,Glovo,Bulgaria,Credit Card,credit_card,GENERIC_REJECTION,Non-actionable,39,69
2026-02-01,Glovo,Bulgaria,Credit Card,credit_card,INSUFFICIENT_FUNDS,Non-actionable,1670,3515
2026-02-01,Glovo,Bulgaria,Credit Card,credit_card,Redirection Failure,unknown,43,82
2026-02-01,Glovo,Bulgaria,Credit Card,credit_card,STATUS_MISMATCH,Actionable,36,36
2026-02-01,Glovo,Bulgaria,Credit Card,credit_card,unknown,unknown,163,3265
2026-02-01,Glovo,Bulgaria,Credit Card,google_pay,3DS_DROPPED,Non-actionable,314,455
2026-02-01,Glovo,Bulgaria,Credit Card,google_pay,AUTH_FAILED,Non-actionable,18,45
2026-02-01,Glovo,Bulgaria,Credit Card,google_pay,FRAUD_RISK,Non-actionable,45,62
2026-02-01,Glovo,Bulgaria,Credit Card,google_pay,GENERIC_REJECTION,Non-actionable,146,279
2026-02-01,Glovo,Bulgaria,Credit Card,google_pay,INSUFFICIENT_FUNDS,Non-actionable,216,424
2026-02-01,Glovo,Bulgaria,Credit Card,google_pay,STATUS_MISMATCH,Actionable,11,11
2026-02-01,Glovo,Bulgaria,Credit Card,google_pay,unknown,unknown,569,1007
2026-02-01,Glovo,Croatia,Credit Card,apple_pay,FRAUD_RISK,Non-actionable,13,21
2026-02-01,Glovo,Croatia,Credit Card,apple_pay,GENERIC_REJECTION,Non-actionable,173,303
2026-02-01,Glovo,Croatia,Credit Card,apple_pay,INSUFFICIENT_FUNDS,Non-actionable,305,541
2026-02-01,Glovo,Croatia,Credit Card,apple_pay,STATUS_MISMATCH,Actionable,17,17
2026-02-01,Glovo,Croatia,Credit Card,apple_pay,unknown,unknown,97,146
2026-02-01,Glovo,Croatia,Credit Card,credit_card,3DS_DROPPED,Non-actionable,636,797
2026-02-01,Glovo,Croatia,Credit Card,credit_card,AUTH_FAILED,Non-actionable,48,58
2026-02-01,Glovo,Croatia,Credit Card,credit_card,AUTH_FAILED,unknown,7,8
2026-02-01,Glovo,Croatia,Credit Card,credit_card,FRAUD_RISK,Non-actionable,97,148
2026-02-01,Glovo,Croatia,Credit Card,credit_card,FRAUD_RISK,unknown,56,95
2026-02-01,Glovo,Croatia,Credit Card,credit_card,GENERIC_REJECTION,Non-actionable,72,101
2026-02-01,Glovo,Croatia,Credit Card,credit_card,GENERIC_REJECTION,unknown,0,2
2026-02-01,Glovo,Croatia,Credit Card,credit_card,INSUFFICIENT_FUNDS,Non-actionable,2459,4814
2026-02-01,Glovo,Croatia,Credit Card,credit_card,Redirection Failure,unknown,45,50
2026-02-01,Glovo,Croatia,Credit Card,credit_card,STATUS_MISMATCH,Actionable,35,35
2026-02-01,Glovo,Croatia,Credit Card,credit_card,unknown,unknown,101,2950
2026-02-01,Glovo,Croatia,Credit Card,google_pay,3DS_DROPPED,Non-actionable,321,488
2026-02-01,Glovo,Croatia,Credit Card,google_pay,AUTH_FAILED,Non-actionable,2,5
2026-02-01,Glovo,Croatia,Credit Card,google_pay,FRAUD_RISK,Non-actionable,34,44
2026-02-01,Glovo,Croatia,Credit Card,google_pay,GENERIC_REJECTION,Non-actionable,62,131
2026-02-01,Glovo,Croatia,Credit Card,google_pay,INSUFFICIENT_FUNDS,Non-actionable,337,629
2026-02-01,Glovo,Croatia,Credit Card,google_pay,STATUS_MISMATCH,Actionable,11,11
2026-02-01,Glovo,Croatia,Credit Card,google_pay,unknown,unknown,106,192
2026-02-01,Glovo,Georgia,Credit Card,apple_pay,AUTH_FAILED,Non-actionable,0,1
2026-02-01,Glovo,Georgia,Credit Card,apple_pay,FRAUD_RISK,Non-actionable,1,9
2026-02-01,Glovo,Georgia,Credit Card,apple_pay,FRAUD_RISK,unknown,25,34
2026-02-01,Glovo,Georgia,Credit Card,apple_pay,GENERIC_REJECTION,Non-actionable,2068,2708
2026-02-01,Glovo,Georgia,Credit Card,apple_pay,INSUFFICIENT_FUNDS,Non-actionable,637,888
2026-02-01,Glovo,Georgia,Credit Card,apple_pay,INSUFFICIENT_FUNDS,unknown,0,1
2026-02-01,Glovo,Georgia,Credit Card,apple_pay,STATUS_MISMATCH,Actionable,15,15
2026-02-01,Glovo,Georgia,Credit Card,apple_pay,unknown,unknown,607,238423
2026-02-01,Glovo,Georgia,Credit Card,credit_card,3DS_DROPPED,Non-actionable,81,97
2026-02-01,Glovo,Georgia,Credit Card,credit_card,AUTH_FAILED,Non-actionable,10,13
2026-02-01,Glovo,Georgia,Credit Card,credit_card,AUTH_FAILED,unknown,178,206
2026-02-01,Glovo,Georgia,Credit Card,credit_card,FRAUD_RISK,Non-actionable,192,453
2026-02-01,Glovo,Georgia,Credit Card,credit_card,FRAUD_RISK,unknown,271,364
2026-02-01,Glovo,Georgia,Credit Card,credit_card,GENERIC_REJECTION,Non-actionable,569,1103
2026-02-01,Glovo,Georgia,Credit Card,credit_card,GENERIC_REJECTION,unknown,318,381
2026-02-01,Glovo,Georgia,Credit Card,credit_card,INSUFFICIENT_FUNDS,Non-actionable,8655,14697
2026-02-01,Glovo,Georgia,Credit Card,credit_card,INSUFFICIENT_FUNDS,unknown,626,802
2026-02-01,Glovo,Georgia,Credit Card,credit_card,Redirection Failure,unknown,550,716
2026-02-01,Glovo,Georgia,Credit Card,credit_card,STATUS_MISMATCH,Actionable,19,19
2026-02-01,Glovo,Georgia,Credit Card,credit_card,unknown,unknown,305,397503
2026-02-01,Glovo,Georgia,Credit Card,google_pay,3DS_DROPPED,Non-actionable,83,195
2026-02-01,Glovo,Georgia,Credit Card,google_pay,AUTH_FAILED,Non-actionable,0,1
2026-02-01,Glovo,Georgia,Credit Card,google_pay,FRAUD_RISK,Non-actionable,16,25
2026-02-01,Glovo,Georgia,Credit Card,google_pay,FRAUD_RISK,unknown,10,11
2026-02-01,Glovo,Georgia,Credit Card,google_pay,GENERIC_REJECTION,Non-actionable,692,1045
2026-02-01,Glovo,Georgia,Credit Card,google_pay,INSUFFICIENT_FUNDS,Non-actionable,300,519
2026-02-01,Glovo,Georgia,Credit Card,google_pay,STATUS_MISMATCH,Actionable,5,5
2026-02-01,Glovo,Georgia,Credit Card,google_pay,unknown,unknown,725,58532
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_apple_pay,FRAUD_RISK,unknown,3,9
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_apple_pay,GENERIC_REJECTION,unknown,34,91
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_apple_pay,INSUFFICIENT_FUNDS,Non-actionable,0,3
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_apple_pay,INSUFFICIENT_FUNDS,unknown,9,27
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_apple_pay,unknown,unknown,904,19070
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_credit_card,3DS_DROPPED,unknown,2,5
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_credit_card,FRAUD_RISK,unknown,8,29
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_credit_card,GENERIC_REJECTION,unknown,3,13
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_credit_card,INSUFFICIENT_FUNDS,Non-actionable,0,3
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_credit_card,INSUFFICIENT_FUNDS,unknown,55,105
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_credit_card,unknown,unknown,734,16041
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_google_pay,FRAUD_RISK,unknown,2,3
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_google_pay,GENERIC_REJECTION,unknown,11,19
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_google_pay,INSUFFICIENT_FUNDS,unknown,1,2
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_google_pay,unknown,unknown,231,4155
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_paypal,FRAUD_RISK,unknown,1,8
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_paypal,GENERIC_REJECTION,unknown,32,96
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_paypal,INSUFFICIENT_FUNDS,Non-actionable,0,1
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_paypal,INSUFFICIENT_FUNDS,unknown,12,46
2026-02-01,Glovo,Italy,Alternative Payment Method,edenred_paypal,unknown,unknown,841,11638
2026-02-01,Glovo,Italy,Alternative Payment Method,paypal,3DS_DROPPED,Non-actionable,0,2
2026-02-01,Glovo,Italy,Alternative Payment Method,paypal,AUTH_FAILED,Non-actionable,1,2
2026-02-01,Glovo,Italy,Alternative Payment Method,paypal,FRAUD_RISK,Non-actionable,0,3
2026-02-01,Glovo,Italy,Alternative Payment Method,paypal,FRAUD_RISK,unknown,0,1
2026-02-01,Glovo,Italy,Alternative Payment Method,paypal,GENERIC_REJECTION,unknown,271,593
2026-02-01,Glovo,Italy,Alternative Payment Method,paypal,INSUFFICIENT_FUNDS,Non-actionable,2,19
2026-02-01,Glovo,Italy,Alternative Payment Method,paypal,unknown,unknown,673,399862
2026-02-01,Glovo,Italy,Credit Card,apple_pay,AUTH_FAILED,Non-actionable,16,22
2026-02-01,Glovo,Italy,Credit Card,apple_pay,FRAUD_RISK,Non-actionable,253,405
2026-02-01,Glovo,Italy,Credit Card,apple_pay,FRAUD_RISK,unknown,0,3
2026-02-01,Glovo,Italy,Credit Card,apple_pay,GENERIC_REJECTION,Non-actionable,2537,4106
2026-02-01,Glovo,Italy,Credit Card,apple_pay,GENERIC_REJECTION,unknown,4,7
2026-02-01,Glovo,Italy,Credit Card,apple_pay,INSUFFICIENT_FUNDS,Non-actionable,3877,6192
2026-02-01,Glovo,Italy,Credit Card,apple_pay,INSUFFICIENT_FUNDS,unknown,10,12
2026-02-01,Glovo,Italy,Credit Card,apple_pay,STATUS_MISMATCH,Actionable,326,326
2026-02-01,Glovo,Italy,Credit Card,apple_pay,unknown,unknown,3004,4668
2026-02-01,Glovo,Italy,Credit Card,credit_card,3DS_DROPPED,Non-actionable,11104,13811
2026-02-01,Glovo,Italy,Credit Card,credit_card,AUTH_FAILED,Non-actionable,4388,6661
2026-02-01,Glovo,Italy,Credit Card,credit_card,AUTH_FAILED,unknown,258,346
2026-02-01,Glovo,Italy,Credit Card,credit_card,FRAUD_RISK,Non-actionable,1653,2550
2026-02-01,Glovo,Italy,Credit Card,credit_card,FRAUD_RISK,unknown,1506,2110
2026-02-01,Glovo,Italy,Credit Card,credit_card,GENERIC_REJECTION,Non-actionable,776,1179
2026-02-01,Glovo,Italy,Credit Card,credit_card,GENERIC_REJECTION,unknown,268,503
2026-02-01,Glovo,Italy,Credit Card,credit_card,INSUFFICIENT_FUNDS,Non-actionable,24780,39845
2026-02-01,Glovo,Italy,Credit Card,credit_card,INSUFFICIENT_FUNDS,unknown,1242,2036
2026-02-01,Glovo,Italy,Credit Card,credit_card,Redirection Failure,unknown,1163,1442
2026-02-01,Glovo,Italy,Credit Card,credit_card,STATUS_MISMATCH,Actionable,315,315
2026-02-01,Glovo,Italy,Credit Card,credit_card,unknown,unknown,2156,67637
2026-02-01,Glovo,Italy,Credit Card,google_pay,3DS_DROPPED,Non-actionable,2864,4117
2026-02-01,Glovo,Italy,Credit Card,google_pay,AUTH_FAILED,Non-actionable,282,431
2026-02-01,Glovo,Italy,Credit Card,google_pay,FRAUD_RISK,Non-actionable,310,519
2026-02-01,Glovo,Italy,Credit Card,google_pay,FRAUD_RISK,unknown,0,1
2026-02-01,Glovo,Italy,Credit Card,google_pay,GENERIC_REJECTION,Non-actionable,420,815
2026-02-01,Glovo,Italy,Credit Card,google_pay,GENERIC_REJECTION,unknown,1,1
2026-02-01,Glovo,Italy,Credit Card,google_pay,INSUFFICIENT_FUNDS,Non-actionable,1627,2840
2026-02-01,Glovo,Italy,Credit Card,google_pay,INSUFFICIENT_FUNDS,unknown,1,3
2026-02-01,Glovo,Italy,Credit Card,google_pay,STATUS_MISMATCH,Actionable,40,40
2026-02-01,Glovo,Italy,Credit Card,google_pay,unknown,unknown,587,1079
2026-02-01,Glovo,Ivory Coast,Credit Card,apple_pay,FRAUD_RISK,Non-actionable,34,43
2026-02-01,Glovo,Ivory Coast,Credit Card,apple_pay,FRAUD_RISK,unknown,0,1
2026-02-01,Glovo,Ivory Coast,Credit Card,apple_pay,GENERIC_REJECTION,Non-actionable,3,5
2026-02-01,Glovo,Ivory Coast,Credit Card,apple_pay,INSUFFICIENT_FUNDS,Non-actionable,101,152
2026-02-01,Glovo,Ivory Coast,Credit Card,apple_pay,STATUS_MISMATCH,Actionable,5,5
2026-02-01,Glovo,Ivory Coast,Credit Card,apple_pay,unknown,unknown,12,157
2026-02-01,Glovo,Ivory Coast,Credit Card,credit_card,3DS_DROPPED,Non-actionable,1442,2011
2026-02-01,Glovo,Ivory Coast,Credit Card,credit_card,AUTH_FAILED,Non-actionable,0,19
2026-02-01,Glovo,Ivory Coast,Credit Card,credit_card,AUTH_FAILED,unknown,22,27
2026-02-01,Glovo,Ivory Coast,Credit Card,credit_card,FRAUD_RISK,Non-actionable,559,984
2026-02-01,Glovo,Ivory Coast,Credit Card,credit_card,FRAUD_RISK,unknown,23,36
2026-02-01,Glovo,Ivory Coast,Credit Card,credit_card,GENERIC_REJECTION,Non-actionable,204,413
2026-02-01,Glovo,Ivory Coast,Credit Card,credit_card,GENERIC_REJECTION,unknown,6,9
2026-02-01,Glovo,Ivory Coast,Credit Card,credit_card,INSUFFICIENT_FUNDS,Non-actionable,2170,5862
2026-02-01,Glovo,Ivory Coast,Credit Card,credit_card,INSUFFICIENT_FUNDS,unknown,6,16
2026-02-01,Glovo,Ivory Coast,Credit Card,credit_card,Redirection Failure,unknown,214,331
2026-02-01,Glovo,Ivory Coast,Credit Card,credit_card,STATUS_MISMATCH,Actionable,14,14
2026-02-01,Glovo,Ivory Coast,Credit Card,credit_card,unknown,unknown,18,1820
2026-02-01,Glovo,Ivory Coast,Credit Card,google_pay,3DS_DROPPED,Non-actionable,310,469
2026-02-01,Glovo,Ivory Coast,Credit Card,google_pay,AUTH_FAILED,Non-actionable,0,1
2026-02-01,Glovo,Ivory Coast,Credit Card,google_pay,FRAUD_RISK,Non-actionable,98,150
2026-02-01,Glovo,Ivory Coast,Credit Card,google_pay,FRAUD_RISK,unknown,1,1
2026-02-01,Glovo,Ivory Coast,Credit Card,google_pay,GENERIC_REJECTION,Non-actionable,21,29
2026-02-01,Glovo,Ivory Coast,Credit Card,google_pay,INSUFFICIENT_FUNDS,Non-actionable,245,730
2026-02-01,Glovo,Ivory Coast,Credit Card,google_pay,INSUFFICIENT_FUNDS,unknown,1,4
2026-02-01,Glovo,Ivory Coast,Credit Card,google_pay,unknown,unknown,31,129
2026-02-01,Glovo,Kazakhstan,Alternative Payment Method,kaspi,GENERIC_REJECTION,unknown,1,1
2026-02-01,Glovo,Kazakhstan,Alternative Payment Method,kaspi,Redirection Failure,unknown,3,3
2026-02-01,Glovo,Kazakhstan,Alternative Payment Method,kaspi,unknown,unknown,16489,174649
2026-02-01,Glovo,Kazakhstan,Alternative Payment Method,kaspi_direct,unknown,unknown,7501,41188
2026-02-01,Glovo,Kazakhstan,Credit Card,apple_pay,FRAUD_RISK,unknown,0,1
2026-02-01,Glovo,Kazakhstan,Credit Card,apple_pay,GENERIC_REJECTION,unknown,0,89
2026-02-01,Glovo,Kazakhstan,Credit Card,apple_pay,INSUFFICIENT_FUNDS,unknown,332,865
2026-02-01,Glovo,Kazakhstan,Credit Card,apple_pay,Redirection Failure,unknown,0,5
2026-02-01,Glovo,Kazakhstan,Credit Card,apple_pay,unknown,unknown,299,41131
2026-02-01,Glovo,Kazakhstan,Credit Card,credit_card,FRAUD_RISK,unknown,10,15
2026-02-01,Glovo,Kazakhstan,Credit Card,credit_card,GENERIC_REJECTION,unknown,1282,2512
2026-02-01,Glovo,Kazakhstan,Credit Card,credit_card,INSUFFICIENT_FUNDS,unknown,4059,6360
2026-02-01,Glovo,Kazakhstan,Credit Card,credit_card,Redirection Failure,unknown,413,524
2026-02-01,Glovo,Kazakhstan,Credit Card,credit_card,unknown,unknown,323,259428
2026-02-01,Glovo,Kazakhstan,Credit Card,google_pay,3DS_DROPPED,unknown,1,1
2026-02-01,Glovo,Kazakhstan,Credit Card,google_pay,GENERIC_REJECTION,unknown,0,10
2026-02-01,Glovo,Kazakhstan,Credit Card,google_pay,INSUFFICIENT_FUNDS,unknown,120,190
2026-02-01,Glovo,Kazakhstan,Credit Card,google_pay,Redirection Failure,unknown,1,2
2026-02-01,Glovo,Kazakhstan,Credit Card,google_pay,unknown,unknown,411,9825
2026-02-01,Glovo,Kenya,Alternative Payment Method,cellulant_native,FRAUD_RISK,unknown,7,11
2026-02-01,Glovo,Kenya,Alternative Payment Method,cellulant_native,GENERIC_REJECTION,unknown,1,1
2026-02-01,Glovo,Kenya,Alternative Payment Method,cellulant_native,INSUFFICIENT_FUNDS,unknown,395,510
2026-02-01,Glovo,Kenya,Alternative Payment Method,cellulant_native,unknown,unknown,3221,170324
2026-02-01,Glovo,Kenya,Credit Card,apple_pay,FRAUD_RISK,Non-actionable,107,133
2026-02-01,Glovo,Kenya,Credit Card,apple_pay,FRAUD_RISK,unknown,4,4
2026-02-01,Glovo,Kenya,Credit Card,apple_pay,GENERIC_REJECTION,Non-actionable,4,9
2026-02-01,Glovo,Kenya,Credit Card,apple_pay,INSUFFICIENT_FUNDS,Non-actionable,214,327
2026-02-01,Glovo,Kenya,Credit Card,apple_pay,STATUS_MISMATCH,Actionable,10,10
2026-02-01,Glovo,Kenya,Credit Card,apple_pay,unknown,unknown,79,392
2026-02-01,Glovo,Kenya,Credit Card,credit_card,3DS_DROPPED,Non-actionable,4808,5746
2026-02-01,Glovo,Kenya,Credit Card,credit_card,AUTH_FAILED,Non-actionable,6,13
2026-02-01,Glovo,Kenya,Credit Card,credit_card,AUTH_FAILED,unknown,52,66
2026-02-01,Glovo,Kenya,Credit Card,credit_card,FRAUD_RISK,Non-actionable,1247,2184
2026-02-01,Glovo,Kenya,Credit Card,credit_card,FRAUD_RISK,unknown,674,928
2026-02-01,Glovo,Kenya,Credit Card,credit_card,GENERIC_REJECTION,Non-actionable,518,1063
2026-02-01,Glovo,Kenya,Credit Card,credit_card,GENERIC_REJECTION,unknown,65,131
2026-02-01,Glovo,Kenya,Credit Card,credit_card,INSUFFICIENT_FUNDS,Non-actionable,3422,7032
2026-02-01,Glovo,Kenya,Credit Card,credit_card,INSUFFICIENT_FUNDS,unknown,23,41
2026-02-01,Glovo,Kenya,Credit Card,credit_card,Redirection Failure,unknown,584,698
2026-02-01,Glovo,Kenya,Credit Card,credit_card,STATUS_MISMATCH,Actionable,5,5
2026-02-01,Glovo,Kenya,Credit Card,credit_card,unknown,unknown,194,109615
2026-02-01,Glovo,Kenya,Credit Card,google_pay,3DS_DROPPED,Non-actionable,1463,2448
2026-02-01,Glovo,Kenya,Credit Card,google_pay,AUTH_FAILED,Non-actionable,3,10
2026-02-01,Glovo,Kenya,Credit Card,google_pay,FRAUD_RISK,Non-actionable,694,1683
2026-02-01,Glovo,Kenya,Credit Card,google_pay,FRAUD_RISK,unknown,7,14
2026-02-01,Glovo,Kenya,Credit Card,google_pay,GENERIC_REJECTION,Non-actionable,136,362
2026-02-01,Glovo,Kenya,Credit Card,google_pay,GENERIC_REJECTION,unknown,2,6
2026-02-01,Glovo,Kenya,Credit Card,google_pay,INSUFFICIENT_FUNDS,Non-actionable,1206,3136
2026-02-01,Glovo,Kenya,Credit Card,google_pay,INSUFFICIENT_FUNDS,unknown,3,5
2026-02-01,Glovo,Kenya,Credit Card,google_pay,STATUS_MISMATCH,Actionable,2,2
2026-02-01,Glovo,Kenya,Credit Card,google_pay,unknown,unknown,371,1270
2026-02-01,Glovo,Kyrgyzstan,Credit Card,credit_card,3DS_DROPPED,Non-actionable,49,62
2026-02-01,Glovo,Kyrgyzstan,Credit Card,credit_card,AUTH_FAILED,Non-actionable,257,582
2026-02-01,Glovo,Kyrgyzstan,Credit Card,credit_card,AUTH_FAILED,unknown,0,124
2026-02-01,Glovo,Kyrgyzstan,Credit Card,credit_card,FRAUD_RISK,Non-actionable,34,54
2026-02-01,Glovo,Kyrgyzstan,Credit Card,credit_card,FRAUD_RISK,unknown,141,284
2026-02-01,Glovo,Kyrgyzstan,Credit Card,credit_card,GENERIC_REJECTION,Non-actionable,31,59
2026-02-01,Glovo,Kyrgyzstan,Credit Card,credit_card,GENERIC_REJECTION,unknown,7,10
2026-02-01,Glovo,Kyrgyzstan,Credit Card,credit_card,INSUFFICIENT_FUNDS,Non-actionable,3250,6418
2026-02-01,Glovo,Kyrgyzstan,Credit Card,credit_card,INSUFFICIENT_FUNDS,unknown,32,36
